"Time","141006A","","141006A","","141006A","",""
"and","140.00","","140.00","","140.00","",""
"Date","Discharge (Cumecs)","","Discharge (Cumecs)","","Discharge (Cumecs)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 14/06/1981,      0.1525,     20,      0.1525,     20,      0.1525,     20, 
00:00:00 15/06/1981,      0.1491,     20,      0.1390,     20,      0.1525,     20, 
00:00:00 16/06/1981,      0.1296,     20,      0.1265,     20,      0.1390,     20, 
00:00:00 17/06/1981,      0.1265,     20,      0.1265,     20,      0.1265,     20, 
00:00:00 18/06/1981,      0.1265,     20,      0.1265,     20,      0.1265,     20, 
00:00:00 19/06/1981,      0.1235,     20,      0.1145,     20,      0.1265,     20, 
00:00:00 20/06/1981,      0.1062,     20,      0.1035,     20,      0.1145,     20, 
00:00:00 21/06/1981,      0.1035,     20,      0.1035,     20,      0.1035,     20, 
00:00:00 22/06/1981,      0.1035,     20,      0.1035,     20,      0.1035,     20, 
00:00:00 23/06/1981,      0.1035,     20,      0.1035,     20,      0.1035,     20, 
00:00:00 24/06/1981,      0.1011,     20,      0.0935,     20,      0.1035,     20, 
00:00:00 25/06/1981,      0.0867,     20,      0.0845,     20,      0.0935,     20, 
00:00:00 26/06/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 27/06/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 28/06/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 29/06/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 30/06/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 01/07/1981,      0.0845,     20,      0.0845,     20,      0.0845,     20, 
00:00:00 02/07/1981,      0.0823,     20,      0.0760,     20,      0.0845,     20, 
00:00:00 03/07/1981,      0.0704,     20,      0.0685,     20,      0.0760,     20, 
00:00:00 04/07/1981,      0.0685,     20,      0.0685,     20,      0.0685,     20, 
00:00:00 05/07/1981,      0.0666,     20,      0.0610,     20,      0.0685,     20, 
00:00:00 06/07/1981,      0.0562,     20,      0.0545,     20,      0.0610,     20, 
00:00:00 07/07/1981,      0.0545,     20,      0.0545,     20,      0.0545,     20, 
00:00:00 08/07/1981,      0.0546,     20,      0.0545,     20,      0.0550,     20, 
00:00:00 09/07/1981,      0.0550,     20,      0.0550,     20,      0.0550,     20, 
00:00:00 10/07/1981,      0.0550,     20,      0.0550,     20,      0.0550,     20, 
00:00:00 11/07/1981,      0.0554,     20,      0.0550,     20,      0.0555,     20, 
00:00:00 12/07/1981,      0.0555,     20,      0.0555,     20,      0.0555,     20, 
00:00:00 13/07/1981,      0.0542,     20,      0.0500,     20,      0.0560,     20, 
00:00:00 14/07/1981,      0.0458,     20,      0.0445,     20,      0.0500,     20, 
00:00:00 15/07/1981,      0.0445,     20,      0.0445,     20,      0.0445,     20, 
00:00:00 16/07/1981,      0.0461,     20,      0.0445,     20,      0.0505,     20, 
00:00:00 17/07/1981,      0.0551,     20,      0.0505,     20,      0.0570,     20, 
00:00:00 18/07/1981,      0.0570,     20,      0.0570,     20,      0.0570,     20, 
00:00:00 19/07/1981,      0.0570,     20,      0.0570,     20,      0.0570,     20, 
00:00:00 20/07/1981,      0.0717,     20,      0.0570,     20,      0.0910,     20, 
00:00:00 21/07/1981,      0.1046,     20,      0.0910,     20,      0.1202,     20, 
00:00:00 22/07/1981,      0.2684,     20,      0.1202,     20,      0.3440,     20, 
00:00:00 23/07/1981,      0.2464,     20,      0.1890,     20,      0.3025,     20, 
00:00:00 24/07/1981,      0.1437,     20,      0.1210,     20,      0.1890,     20, 
00:00:00 25/07/1981,      0.1127,     20,      0.1100,     20,      0.1210,     20, 
00:00:00 26/07/1981,      0.1075,     20,      0.1000,     20,      0.1105,     20, 
00:00:00 27/07/1981,      0.0906,     20,      0.0815,     20,      0.1000,     20, 
00:00:00 28/07/1981,      0.0736,     20,      0.0660,     20,      0.0815,     20, 
00:00:00 29/07/1981,      0.0611,     20,      0.0595,     20,      0.0660,     20, 
00:00:00 30/07/1981,      0.0595,     20,      0.0595,     20,      0.0595,     20, 
00:00:00 31/07/1981,      0.0581,     20,      0.0535,     20,      0.0600,     20, 
00:00:00 01/08/1981,      0.0512,     20,      0.0475,     20,      0.0600,     20, 
00:00:00 02/08/1981,      0.0534,     20,      0.0480,     20,      0.0600,     20, 
00:00:00 03/08/1981,      0.0480,     20,      0.0480,     20,      0.0480,     20, 
00:00:00 04/08/1981,      0.0484,     20,      0.0480,     20,      0.0485,     20, 
00:00:00 05/08/1981,      0.0471,     20,      0.0430,     20,      0.0485,     20, 
00:00:00 06/08/1981,      0.0396,     20,      0.0385,     20,      0.0430,     20, 
00:00:00 07/08/1981,      0.0385,     20,      0.0385,     20,      0.0385,     20, 
00:00:00 08/08/1981,      0.0374,     20,      0.0340,     20,      0.0385,     20, 
00:00:00 09/08/1981,      0.0311,     20,      0.0300,     20,      0.0340,     20, 
00:00:00 10/08/1981,      0.0295,     20,      0.0265,     20,      0.0305,     20, 
00:00:00 11/08/1981,      0.0242,     20,      0.0235,     20,      0.0265,     20, 
00:00:00 12/08/1981,      0.0235,     20,      0.0235,     20,      0.0235,     20, 
00:00:00 13/08/1981,      0.0243,     20,      0.0235,     20,      0.0270,     20, 
00:00:00 14/08/1981,      0.0300,     20,      0.0270,     20,      0.0310,     20, 
00:00:00 15/08/1981,      0.0310,     20,      0.0310,     20,      0.0310,     20, 
00:00:00 16/08/1981,      0.0302,     20,      0.0275,     20,      0.0310,     20, 
00:00:00 17/08/1981,      0.0248,     20,      0.0240,     20,      0.0275,     20, 
00:00:00 18/08/1981,      0.0232,     20,      0.0205,     20,      0.0240,     20, 
00:00:00 19/08/1981,      0.0182,     20,      0.0175,     20,      0.0205,     20, 
00:00:00 20/08/1981,      0.0175,     20,      0.0175,     20,      0.0175,     20, 
00:00:00 21/08/1981,      0.0176,     20,      0.0175,     20,      0.0180,     20, 
00:00:00 22/08/1981,      0.0158,     20,      0.0070,     20,      0.0180,     20, 
00:00:00 23/08/1981,      0.0131,     20,      0.0070,     20,      0.0180,     20, 
00:00:00 24/08/1981,      0.0129,     20,      0.0070,     20,      0.0180,     20, 
00:00:00 25/08/1981,      0.1200,     20,      0.0115,     20,      0.6026,     20, 
00:00:00 26/08/1981,      0.5525,     10,      0.2975,     10,      0.7300,     10, 
00:00:00 27/08/1981,      0.2234,     20,      0.1475,     20,      0.2975,     20, 
00:00:00 28/08/1981,      0.1094,     20,      0.0910,     20,      0.1475,     20, 
00:00:00 29/08/1981,      0.0803,     20,      0.0665,     20,      0.0910,     20, 
00:00:00 30/08/1981,      0.0550,     20,      0.0475,     20,      0.0665,     20, 
00:00:00 31/08/1981,      0.0423,     20,      0.0375,     20,      0.0475,     20, 
00:00:00 01/09/1981,      0.0341,     20,      0.0330,     20,      0.0375,     20, 
00:00:00 02/09/1981,      0.0330,     20,      0.0330,     20,      0.0330,     20, 
00:00:00 03/09/1981,      0.0334,     20,      0.0330,     20,      0.0335,     20, 
00:00:00 04/09/1981,      0.0335,     20,      0.0335,     20,      0.0335,     20, 
00:00:00 05/09/1981,      0.0476,     20,      0.0335,     20,      0.0545,     20, 
00:00:00 06/09/1981,      0.0530,     20,      0.0485,     20,      0.0545,     20, 
00:00:00 07/09/1981,      0.0433,     20,      0.0385,     20,      0.0485,     20, 
00:00:00 08/09/1981,      0.0351,     20,      0.0340,     20,      0.0385,     20, 
00:00:00 09/09/1981,      0.0340,     20,      0.0340,     20,      0.0340,     20, 
00:00:00 10/09/1981,      0.0342,     20,      0.0340,     20,      0.0345,     20, 
00:00:00 11/09/1981,      0.0335,     20,      0.0305,     20,      0.0345,     20, 
00:00:00 12/09/1981,      0.0276,     20,      0.0265,     20,      0.0305,     20, 
00:00:00 13/09/1981,      0.0270,     20,      0.0270,     20,      0.0270,     20, 
00:00:00 14/09/1981,      0.0279,     20,      0.0270,     20,      0.0310,     20, 
00:00:00 15/09/1981,      0.0340,     20,      0.0310,     20,      0.0350,     20, 
00:00:00 16/09/1981,      0.0354,     20,      0.0350,     20,      0.0355,     20, 
00:00:00 17/09/1981,      0.0345,     20,      0.0315,     20,      0.0355,     20, 
00:00:00 18/09/1981,      0.0285,     20,      0.0275,     20,      0.0315,     20, 
00:00:00 19/09/1981,      0.0277,     20,      0.0275,     20,      0.0280,     20, 
00:00:00 20/09/1981,      0.0280,     20,      0.0280,     20,      0.0280,     20, 
00:00:00 21/09/1981,      0.0326,     20,      0.0280,     20,      0.0365,     20, 
00:00:00 22/09/1981,      0.0365,     20,      0.0365,     20,      0.0366,     20, 
00:00:00 23/09/1981,      0.0389,     20,      0.0365,     20,      0.0465,     20, 
00:00:00 24/09/1981,      0.0366,     20,      0.0365,     20,      0.0370,     20, 
00:00:00 25/09/1981,      0.0370,     20,      0.0370,     20,      0.0370,     20, 
00:00:00 26/09/1981,      0.0300,     20,      0.0285,     20,      0.0370,     20, 
00:00:00 27/09/1981,      0.0287,     20,      0.0270,     20,      0.0290,     20, 
00:00:00 28/09/1981,      0.0201,     20,      0.0055,     20,      0.0270,     20, 
00:00:00 29/09/1981,      0.0217,     20,      0.0145,     20,      0.0225,     20, 
00:00:00 30/09/1981,      0.0135,     20,      0.0000,     20,      0.0225,     20, 
00:00:00 01/10/1981,      0.0043,     20,      0.0000,     20,      0.0095,     20, 
00:00:00 02/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 03/10/1981,      0.0000,     19,      0.0000,     19,      0.0000,     19, 
00:00:00 04/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 05/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 06/10/1981,      0.0007,     20,      0.0000,     20,      0.0020,     20, 
00:00:00 07/10/1981,      0.0034,     20,      0.0020,     20,      0.0045,     20, 
00:00:00 08/10/1981,      0.0062,     20,      0.0045,     20,      0.0080,     20, 
00:00:00 09/10/1981,      0.0105,     20,      0.0080,     20,      0.0130,     20, 
00:00:00 10/10/1981,      0.0149,     20,      0.0130,     20,      0.0165,     20, 
00:00:00 11/10/1981,      0.0089,     20,      0.0035,     20,      0.0135,     20, 
00:00:00 12/10/1981,      0.0092,     20,      0.0055,     20,      0.0105,     20, 
00:00:00 13/10/1981,      0.0100,     20,      0.0080,     20,      0.0105,     20, 
00:00:00 14/10/1981,      0.0036,     20,      0.0000,     20,      0.0080,     20, 
00:00:00 15/10/1981,      0.0013,     20,      0.0000,     20,      0.0040,     20, 
00:00:00 16/10/1981,      0.0020,     20,      0.0000,     20,      0.0040,     20, 
00:00:00 17/10/1981,      0.0060,     20,      0.0010,     20,      0.0110,     20, 
00:00:00 18/10/1981,      0.0110,     20,      0.0110,     20,      0.0110,     20, 
00:00:00 19/10/1981,      0.0132,     20,      0.0110,     20,      0.0180,     20, 
00:00:00 20/10/1981,      0.0202,     20,      0.0180,     20,      0.0245,     20, 
00:00:00 21/10/1981,      0.0163,     20,      0.0115,     20,      0.0180,     20, 
00:00:00 22/10/1981,      0.0152,     20,      0.0115,     20,      0.0185,     20, 
00:00:00 23/10/1981,      0.0069,     20,      0.0000,     20,      0.0162,     20, 
00:00:00 24/10/1981,      0.0013,     20,      0.0000,     20,      0.0040,     20, 
00:00:00 25/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 26/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 27/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 28/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 29/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 30/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 31/10/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 01/11/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 02/11/1981,      0.0000,     20,      0.0000,     20,      0.0000,     20, 
00:00:00 03/11/1981,      0.2832,     20,      0.0000,     20,      0.4860,     20, 
00:00:00 04/11/1981,      0.8742,     10,      0.4860,     10,      1.5265,     10, 
00:00:00 05/11/1981,      0.3619,     10,      0.2334,     10,      0.6835,     10, 
00:00:00 06/11/1981,      0.1690,     20,      0.1186,     20,      0.2334,     20, 
00:00:00 07/11/1981,      0.0963,     20,      0.0780,     20,      0.1186,     20, 
00:00:00 08/11/1981,      0.0651,     20,      0.0575,     20,      0.0780,     20, 
00:00:00 09/11/1981,      0.0479,     20,      0.0440,     20,      0.0575,     20, 
00:00:00 10/11/1981,      0.0440,     20,      0.0440,     20,      0.0440,     20, 
00:00:00 11/11/1981,      0.0423,     20,      0.0380,     20,      0.0440,     20, 
00:00:00 12/11/1981,      0.0358,     20,      0.0340,     20,      0.0414,     20, 
00:00:00 13/11/1981,      0.0578,     20,      0.0414,     20,      0.0690,     20, 
00:00:00 14/11/1981,      0.0589,     20,      0.0555,     20,      0.0655,     20, 
00:00:00 15/11/1981,      0.0555,     20,      0.0555,     20,      0.0555,     20, 
00:00:00 16/11/1981,      0.2347,     20,      0.0555,     20,      0.7460,     20, 
00:00:00 17/11/1981,      0.3195,     10,      0.2170,     10,      0.5914,     10, 
00:00:00 18/11/1981,      0.1690,     20,      0.1300,     20,      0.2170,     20, 
00:00:00 19/11/1981,      0.1017,     20,      0.0890,     20,      0.1300,     20, 
00:00:00 20/11/1981,      0.2262,     20,      0.0855,     20,      1.1771,     20, 
00:00:00 21/11/1981,      1.1825,     10,      0.4506,     10,      2.3635,     10, 
00:00:00 22/11/1981,      0.3725,     10,      0.3339,     10,      0.4506,     10, 
00:00:00 23/11/1981,      0.2600,     10,      0.2270,     10,      0.3339,     10, 
00:00:00 24/11/1981,      0.1881,     20,      0.1535,     20,      0.2270,     20, 
00:00:00 25/11/1981,      0.8604,     20,      0.1567,     20,      1.8145,     20, 
00:00:00 26/11/1981,      0.5747,     10,      0.4305,     10,      0.8210,     10, 
00:00:00 27/11/1981,      0.3320,     10,      0.2665,     10,      0.4669,     10, 
00:00:00 28/11/1981,      0.2221,     10,      0.2005,     10,      0.2665,     10, 
00:00:00 29/11/1981,      0.9929,     20,      0.1535,     20,      5.7490,     20, 
00:00:00 30/11/1981,      1.8816,     10,      0.8210,     10,      5.6668,     10, 
00:00:00 01/12/1981,      1.1432,     10,      0.5206,     10,      2.2010,     10, 
00:00:00 02/12/1981,      0.3878,     10,      0.3065,     10,      0.5206,     10, 
00:00:00 03/12/1981,      1.8498,     20,      0.2660,     20,     12.0733,     20, 
00:00:00 04/12/1981,      3.8931,     20,      1.0250,     20,     12.3645,     20, 
00:00:00 05/12/1981,      0.6491,     10,      0.4761,     10,      1.0250,     10, 
00:00:00 06/12/1981,      0.3893,     10,      0.3290,     10,      0.4761,     10, 
00:00:00 07/12/1981,      0.2994,     10,      0.2700,     10,      0.3290,     10, 
00:00:00 08/12/1981,      0.2434,     10,      0.2285,     10,      0.2700,     10, 
00:00:00 09/12/1981,      0.2058,     20,      0.1910,     20,      0.2285,     20, 
00:00:00 10/12/1981,      2.2149,     20,      0.1835,     20,      5.4060,     20, 
00:00:00 11/12/1981,      1.6602,     10,      0.6505,     10,      4.4790,     10, 
00:00:00 12/12/1981,      0.4896,     10,      0.3790,     10,      0.6505,     10, 
00:00:00 13/12/1981,      0.3101,     10,      0.2730,     10,      0.3790,     10, 
00:00:00 14/12/1981,      0.2530,     10,      0.2460,     10,      0.2730,     10, 
00:00:00 15/12/1981,      0.2460,     10,      0.2460,     10,      0.2460,     10, 
00:00:00 16/12/1981,      0.2460,     10,      0.2460,     10,      0.2460,     10, 
00:00:00 17/12/1981,      0.2851,     10,      0.2460,     10,      0.6384,     10, 
00:00:00 18/12/1981,      2.1282,     10,      0.6384,     10,      3.5715,     10, 
00:00:00 19/12/1981,      0.7229,     10,      0.5202,     10,      1.1484,     10, 
00:00:00 20/12/1981,      0.4029,     10,      0.3520,     10,      0.5202,     10, 
00:00:00 21/12/1981,      0.3297,     10,      0.3085,     10,      0.3520,     10, 
00:00:00 22/12/1981,      0.3118,     10,      0.2840,     10,      0.3310,     10, 
00:00:00 23/12/1981,      0.2681,     10,      0.2435,     10,      0.2840,     10, 
00:00:00 24/12/1981,      0.2338,     10,      0.2240,     10,      0.2435,     10, 
